serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents
0,0.810879934,41,2,0.396400313,11500.0,16,0,2,0,3.0
0,0.9999999,50,1,0.648468708,750.0,2,0,0,0,1.0
0,0.010404514,56,0,0.285056509,7166.0,5,0,1,0,5.0
1,0.242488978,45,0,0.4271666670000001,5999.0,11,0,1,0,1.0
0,1.333333333,27,1,751.0,4736.209684179888,8,0,0,0,0.0
0,0.019285408,61,0,0.05077574,708.0,5,0,0,0,0.0
0,0.017572956,50,0,0.632826663,7170.0,12,0,4,0,0.0
1,0.9999999,34,3,0.308774528,2700.0,6,2,0,2,2.0
0,0.042823169,77,0,0.282399547,5300.0,9,0,1,0,0.0
0,0.055454197,54,0,3564.0,7400.632482044672,9,0,2,0,0.0
0,0.02435599,38,0,0.419286746,9000.0,14,0,2,0,1.0
0,0.211509412,69,1,0.57659324,5946.0,30,0,1,0,0.0
0,0.231742064,44,0,0.349284311,7125.0,8,0,2,0,3.0
0,0.8968866040000002,31,0,0.416164322,4478.0,7,0,1,0,2.0
0,0.0,90,0,0.13724777300000002,5500.0,11,0,1,0,0.0
0,0.190092721,50,0,3817.0,9453.123480220736,15,0,3,0,0.0
0,0.029110771,52,0,0.007789159,9371.0,4,0,0,0,0.0
0,0.17259137,57,0,1558.0,5348.141483868609,3,0,1,0,0.0
0,0.23855229,28,0,0.132670552,2916.0,3,0,0,0,0.0
0,0.036971679,60,0,0.208232647,12000.0,6,0,1,0,0.0
0,0.059524546,58,0,0.216857734,19800.0,5,0,1,0,0.0
0,0.002588185,72,0,27.0,4343.329902774249,5,0,0,0,0.0
0,0.17049165600000002,47,0,2443.0,6749.429391070921,9,0,1,0,1.0
0,0.552108382,57,0,0.939034046,2525.0,11,0,1,0,0.0
1,0.955383167,28,0,0.201170446,4100.0,8,0,0,0,0.0
0,0.16225585,40,0,815.0,1.0,7,0,1,0,3.0
0,0.855682702,51,3,1954.0,7103.037881191529,7,0,1,0,2.0
0,0.004061476,63,0,0.53122398,1200.0,12,0,1,0,0.0
0,0.674878258,76,0,9.460245342999999,2200.0,11,0,0,0,0.0
0,0.029995455,30,0,0.052232336,4613.0,6,1,0,0,0.0
0,0.9999999,39,0,0.219094534,8525.0,3,0,1,0,3.0
0,0.40816692,45,0,3367.0,8238.809389421102,6,0,2,0,2.0
0,0.988584285,40,1,0.511098881,5450.0,11,0,1,0,2.0
0,0.166834158,58,0,0.319575586,10272.0,15,0,2,0,2.0
0,0.0,49,0,0.148337074,4900.0,5,0,0,0,1.0
0,0.06084054,36,0,0.329266226,5900.0,10,0,2,0,2.0
0,0.005060324000000001,68,0,3265.0,6788.700682355951,14,0,1,0,0.0
1,0.811382426,27,1,0.333496094,2047.0,4,0,0,0,1.0
0,0.13646808,67,0,0.073761386,4500.0,8,0,0,0,1.0
1,0.949236022,57,3,0.521766429,14333.0,15,0,3,1,1.0
0,0.0,64,0,780.0,6788.700682355951,14,0,1,0,0.0
0,0.626192789,33,0,0.891048292,1697.0,9,0,0,0,0.0
0,0.075942407,48,0,0.198177115,16237.0,8,0,1,0,3.0
0,0.02408065,44,0,0.137143381,10900.0,6,0,2,0,1.0
0,1.016163973,30,0,0.866011926,2850.0,9,0,1,0,0.0
0,0.269559762,49,0,0.308372642,6783.0,16,0,0,0,2.0
0,0.020374491,58,0,0.35586924200000003,6729.0,9,0,1,0,2.0
0,0.853624122,60,0,1.105064248,3968.0,9,0,2,0,1.0
1,0.897763777,46,0,0.737392864,10033.0,17,0,3,0,1.0
0,0.017847943999999998,78,0,0.152218348,8316.0,12,0,0,0,0.0
0,0.264434457,52,0,3982.0,7531.592409179885,10,0,2,0,0.0
0,0.203484167,64,0,0.339702288,4500.0,7,0,1,0,1.0
0,0.377563651,55,0,0.388515926,7000.0,12,0,2,0,1.0
0,0.909316516,35,0,0.588604418,3983.0,9,0,1,0,0.0
0,0.038532515,53,0,0.444046874,11178.0,10,0,3,0,0.0
0,0.005531768,87,0,0.0019992,2500.0,4,0,0,0,0.0
0,0.270227481,33,1,0.817739319,1848.0,9,0,1,0,0.0
0,0.158100873,57,0,0.214729911,8200.0,8,0,1,0,3.0
0,0.0,62,0,0.250205858,8500.0,15,0,1,0,1.0
0,0.436209635,34,0,0.217353199,2281.0,6,0,0,0,0.0
0,0.9999999,82,0,0.0,3200.0,0,0,0,0,0.0
0,0.108395182,27,0,0.115442279,2000.0,8,0,0,0,0.0
0,0.190039521,52,0,0.73699373,5900.0,20,0,3,0,0.0
0,0.9999999,27,0,261.0,3819.490194233397,1,3,0,0,0.0
0,0.003869732,55,0,0.213432587,18000.0,13,0,1,0,0.0
0,0.09567354,37,0,0.329499072,2694.0,6,0,1,0,2.0
0,0.001281723,42,1,0.240656986,4200.0,3,1,1,1,2.0
1,0.99214426,46,3,0.614100515,5630.0,22,0,2,0,1.0
0,0.08246646099999999,61,0,1381.0,6133.901046679886,9,0,1,0,0.0
0,0.9999999,46,0,0.0007997869999999998,3750.0,0,0,0,0,1.0
0,0.08727281,83,0,0.321594264,4741.0,6,0,1,0,0.0
0,0.9999999,25,0,0.054272792,4200.0,3,0,0,0,0.0
0,0.042368549000000005,73,0,0.232883558,2000.0,14,0,1,0,0.0
0,0.01038638,79,0,0.385124905,5283.0,7,0,1,0,0.0
0,0.028705207000000007,68,0,0.004319654,8333.0,3,0,0,0,0.0
0,0.225078549,64,0,0.157907454,8276.0,3,0,1,0,0.0
1,0.854568914,37,1,0.431463181,6273.0,8,1,1,0,0.0
0,0.9999999,45,0,0.0781893,1700.0,0,1,0,0,0.0
0,0.217223029,41,0,0.395387398,6633.0,7,0,0,0,2.0
0,0.034014,71,0,0.156084656,5669.0,9,0,1,0,0.0
0,0.996923195,66,1,0.8735926309999998,5861.0,13,0,1,0,0.0
0,0.001691114,37,0,2295.0,5741.0212652742475,6,0,1,0,0.0
0,0.9999999,73,0,1089.0,5086.221629598182,1,0,1,0,0.0
0,0.378846795,39,0,761.0,4081.410048503823,3,0,0,0,0.0
0,0.847430514,55,0,0.209864603,1033.0,1,0,0,0,0.0
0,0.021852564,50,0,0.188624492,8614.0,20,0,1,0,0.0
0,0.142789148,40,0,0.19949601,2380.0,6,0,0,0,1.0
0,0.0003880480000000001,30,0,0.048271922,3500.0,6,0,0,0,0.0
0,0.040711913,58,0,0.149231346,8000.0,15,0,1,0,1.0
0,0.07030085700000001,41,0,0.351464854,10000.0,7,0,1,0,1.0
0,0.619100904,46,0,2338.0,5129.089465585527,11,0,0,0,0.0
0,0.6812818409999999,53,0,2406.0,6919.660609491165,15,0,1,0,0.0
0,0.019396121,67,0,0.200767591,11724.0,5,0,1,0,1.0
0,0.012287803,59,0,23.0,4736.209684179888,8,0,0,0,0.0
1,0.91476021,40,1,0.192740363,6666.0,7,0,1,0,0.0
0,0.026402737000000003,90,0,26.0,3950.45012136861,2,0,0,0,0.0
0,0.129991334,63,0,601.0,4343.329902774249,5,0,0,0,0.0
0,0.354353408,34,0,0.278576564,2781.0,4,0,0,0,0.0
0,0.033079001000000004,71,0,1.124287553,5438.0,10,0,3,0,0.0
0,0.155528861,49,0,0.449379078,4750.0,10,0,1,0,2.0
0,0.426709462,81,0,0.44931549,6500.0,18,0,1,0,1.0
0,0.018266928,76,0,135.0,5260.049392720741,12,1,0,0,0.0
0,0.450675129,61,0,0.118369679,10500.0,12,0,0,0,0.0
0,0.003278225,65,0,4.0,4212.369975639036,4,0,0,0,0.0
0,0.9999999,47,0,0.418290855,2000.0,2,0,1,0,2.0
0,0.243196915,51,0,0.113364951,17500.0,9,0,1,0,2.0
1,0.340501366,39,0,592.0,4343.329902774249,5,0,0,0,0.0
0,0.07879539599999999,51,0,0.345983991,7245.0,5,0,2,0,1.0
1,0.8719346049999998,38,0,571.0,5741.0212652742475,6,1,1,0,0.0
0,0.17210984,45,0,0.331183441,6666.0,17,0,2,0,0.0
1,0.333333333,33,1,0.12572087699999998,2600.0,3,1,0,0,1.0
0,0.04856372,42,0,0.209423246,12500.0,10,0,2,0,3.0
0,0.9999999,27,0,0.009623797000000002,8000.0,7,0,0,0,0.0
1,0.773408864,47,0,1827.0,7400.632482044672,9,0,2,0,0.0
0,0.030571265,83,0,0.484312607,1752.0,4,0,2,0,0.0
0,0.9999999,57,0,0.445258365,5050.0,5,0,1,0,0.0
0,0.9999999,28,0,0.193903048,2000.0,2,0,0,1,0.0
0,0.17413578300000002,48,0,0.130798097,45833.0,9,0,3,0,3.0
0,0.032102469,52,0,0.411286223,5900.0,10,0,3,0,8.0
0,0.9999999,56,0,0.012359551000000002,2669.0,0,2,0,0,2.0
0,0.474796164,33,0,0.098257641,3500.0,8,0,0,0,1.0
0,0.665942876,25,0,0.176964607,3333.0,10,0,0,0,0.0
0,0.093981964,76,0,0.016357688000000002,2750.0,6,0,0,0,0.0
0,0.043004597,51,0,0.417479893,9324.0,10,0,2,0,0.0
0,0.012258799,74,1,0.27344569,12400.0,13,0,2,0,1.0
0,0.00652008,65,0,316.0,4474.289829909462,6,0,0,0,0.0
0,0.082184932,76,0,0.525862069,2203.0,9,0,1,0,0.0
0,0.022660119,57,0,0.307269273,10000.0,10,0,2,0,0.0
0,0.6944782820000001,67,0,0.23718477,18200.0,4,0,1,0,1.0
0,0.202555949,48,0,0.380798156,18216.0,8,0,2,0,2.0
0,0.0,68,0,0.0,4500.0,1,0,0,0,0.0
0,0.398816519,87,1,0.687639447,2240.0,10,0,1,0,0.0
0,0.155693344,58,0,0.157625384,11723.0,4,0,1,0,0.0
0,0.464307436,51,0,0.538253129,7750.0,11,0,1,0,2.0
0,0.29092433100000004,43,0,0.7084449209999999,5600.0,22,0,1,0,0.0
0,0.490508099,62,0,1.845096814,1600.0,15,0,1,0,0.0
0,0.9999999,46,0,0.0,6283.0,0,0,0,0,2.0
0,0.8440756459999998,60,0,0.604840831,3800.0,9,0,2,0,1.0
0,0.299400109,27,0,713.0,4696.938392894857,3,0,0,0,1.0
0,0.017392351,54,0,0.274483678,1500.0,7,0,0,0,0.0
0,0.049241746,84,0,1490.0,6788.700682355951,14,0,1,0,0.0
0,0.006086219,44,0,0.079392061,10000.0,8,0,1,0,3.0
0,0.111554788,67,0,0.291712953,4500.0,8,0,1,0,0.0
1,0.504983389,24,1,0.193370166,3800.0,5,0,0,0,0.0
0,0.877051537,64,0,0.624764191,5830.0,9,0,1,0,5.0
0,0.04655741099999999,66,0,3249.0,6919.660609491165,15,0,1,0,0.0
0,0.011378874,38,1,0.257002271,5283.0,8,0,2,0,5.0
0,0.236934208,31,0,0.108134505,7166.0,8,0,0,0,0.0
0,0.031644596000000004,59,0,2121.0,6788.700682355951,14,0,1,0,0.0
0,0.194669681,59,2,0.225254949,6667.0,16,0,1,0,0.0
0,0.933008946,52,1,0.467559648,21500.0,12,0,4,0,0.0
0,0.361876193,71,0,0.549819928,2498.0,4,0,2,0,0.0
0,0.535876169,61,0,5852.0,8317.351971991164,16,0,2,0,0.0
0,0.339074273,47,0,1522.0,7754.24097216528,7,0,2,0,1.0
0,0.081879142,44,0,62.0,4081.410048503823,3,0,0,0,0.0
0,0.549813882,34,1,0.8612072279999998,2600.0,10,0,1,0,0.0
0,0.420568628,42,0,0.534069982,3800.0,12,0,0,0,3.0
0,0.012880128,60,0,0.264147171,5000.0,6,0,1,0,2.0
0,0.026326448,60,0,1251.0,7050.620536626378,16,0,1,0,0.0
0,0.9999999,48,0,75.0,3819.490194233397,1,0,0,0,0.0
0,0.970004285,51,1,0.145136486,5201.0,5,0,1,0,1.0
0,0.944401459,41,0,0.753922594,3823.0,4,0,1,0,3.0
1,0.903395311,47,6,0.8555337899999998,4083.0,8,5,2,1,1.0
0,0.011087241,79,0,0.170093458,4279.0,9,0,1,0,1.0
1,0.9999999,56,0,0.15480427,1685.0,2,0,0,0,0.0
0,0.45917568,40,0,0.6173861620000001,18600.0,12,0,3,0,2.0
0,0.396591789,33,0,0.427445831,6091.0,15,0,2,0,0.0
0,0.0,52,0,0.570288211,11900.0,10,0,4,0,4.0
0,0.56407219,73,3,3542.0,6657.740755220739,13,0,1,1,0.0
0,0.009592237,26,0,0.00388673,1800.0,5,0,0,0,0.0
0,0.042854082,38,0,0.002375297,7577.0,3,0,0,0,0.0
0,0.13646211800000002,53,0,0.301706558,9316.0,15,0,3,0,1.0
0,0.0,61,0,807.0,0.0,14,0,0,0,0.0
0,0.6912310770000001,24,0,0.721071864,820.0,4,0,0,0,0.0
0,0.024072894,63,0,0.012802768,2889.0,14,0,0,1,0.0
0,0.433723446,38,0,1.484330484,701.0,6,0,0,0,3.0
0,0.111851753,29,0,0.190161968,3333.0,11,0,0,0,0.0
0,0.023675828,53,0,0.155442369,5300.0,14,0,1,0,1.0
0,0.061673124,59,0,0.6959204659999999,2916.0,18,0,2,0,0.0
0,0.01550355,35,0,317.0,4343.329902774249,5,0,0,0,0.0
0,0.0,66,0,0.213907674,6801.0,4,0,1,0,0.0
0,0.704134068,31,0,0.146902159,7133.0,5,0,0,0,0.0
0,0.635218841,58,0,6665.0,9715.043334491162,17,0,3,0,0.0
0,0.315068493,47,1,0.7108222940000001,4000.0,11,0,2,0,3.0
0,0.0,57,0,6163.0,8841.191680532016,20,0,2,0,0.0
0,0.9079495580000002,41,0,0.424580048,5833.0,6,0,1,0,1.0
0,0.19837773600000005,62,0,1189.0,0.0,3,0,1,0,0.0
0,0.035807749,70,0,49.0,4081.410048503823,3,0,0,0,0.0
0,0.04419779,67,0,26.0,3819.490194233397,1,0,0,0,0.0
1,0.556412454,44,0,0.347336066,2927.0,2,2,1,1,1.0
0,0.819027921,27,0,0.014197161000000003,5000.0,2,0,0,1,0.0
0,0.054253011,39,0,0.00684438,5551.0,3,0,0,0,2.0
0,0.262688708,46,0,0.250107128,7000.0,7,0,1,0,3.0
0,0.048905839000000007,44,0,2657.0,7400.632482044672,9,0,2,0,0.0
0,0.016767338,56,0,0.005354752,4481.0,9,0,0,0,0.0
0,0.017398105,82,0,0.063131313,9503.0,14,0,2,0,0.0
0,0.787475017,31,0,510.0,0.0,3,0,0,0,0.0
0,0.085798093,44,0,4408.0,5610.061338139034,5,0,1,0,0.0
0,0.046047698,45,1,2985.0,6745.832846368607,4,0,2,0,0.0
0,0.757728997,31,3,0.056063559000000006,6670.0,6,0,1,0,0.0
1,0.8156737309999998,50,2,29.61288531,3600.0,16,0,0,0,0.0
0,0.236256166,48,0,0.124687587,3600.0,5,0,0,0,2.0
0,0.9999999,37,0,732.0,4736.209684179888,8,0,0,0,0.0
0,0.07411825099999998,38,0,0.583483303,5000.0,9,0,2,0,0.0
0,0.086526893,46,0,0.256474353,10000.0,8,0,1,0,3.0
0,0.117542623,68,0,0.220702518,6433.0,5,0,1,0,0.0
0,0.01740913,79,0,0.151842665,5643.0,15,0,1,0,0.0
0,0.08095160599999998,47,0,0.562946845,3216.0,6,0,1,0,1.0
0,0.008019689,77,0,0.0048,4999.0,13,0,0,0,0.0
0,0.079925048,65,1,0.291198617,8100.0,9,0,1,0,0.0
0,0.998875141,52,1,0.61397829,5250.0,4,2,2,1,1.0
0,0.0,52,0,0.7792468309999998,10966.0,8,0,3,0,2.0
0,0.496898121,45,0,0.449750902,5820.0,12,0,2,0,0.0
0,0.01780121,58,0,0.397920416,5000.0,12,0,2,0,0.0
0,0.6652061570000001,44,0,0.420289855,2000.0,2,0,1,0,3.0
0,0.7524739809999998,56,0,0.611523612,6733.0,27,0,2,0,4.0
0,0.209304915,63,0,0.427358799,6125.0,14,0,1,0,0.0
0,0.283095939,38,0,0.16448464699999998,4200.0,5,0,0,0,4.0
0,0.115120413,62,0,0.02569743,10000.0,10,0,0,0,0.0
0,0.195549609,62,0,0.955608878,1666.0,6,0,1,0,1.0
0,0.010568586,45,0,0.499485773,2916.0,15,0,1,0,0.0
1,0.9999999,51,2,0.102388298,8750.0,4,0,0,0,1.0
0,0.0,32,0,0.523158947,3000.0,6,0,1,0,1.0
0,1.059788042,39,0,0.052982339,3000.0,2,0,0,0,0.0
0,0.572460007,43,0,0.767297048,4335.0,12,0,3,0,0.0
0,0.723187974,40,0,0.298614859,5558.0,7,0,0,0,0.0
0,0.0,33,0,0.366378942,11700.0,8,0,3,0,1.0
0,0.002168953,48,0,0.573729081,3166.0,14,0,2,0,2.0
0,0.953950944,39,0,0.646011561,4324.0,6,0,1,0,2.0
0,0.7086763770000001,38,0,2471.0,5871.98119240946,7,0,1,0,0.0
0,0.551037414,44,0,0.337922895,5083.0,5,0,1,0,0.0
0,0.142107953,46,0,0.393825772,8000.0,10,0,2,0,1.0
0,0.887813689,43,0,0.301637949,4700.0,6,0,0,0,1.0
0,0.9999999,51,1,0.285089196,2970.0,3,0,0,0,0.0
0,0.467688208,30,0,655.0,0.0,2,0,0,0,0.0
0,0.417109468,41,0,0.4625,9119.0,7,0,2,0,2.0
1,0.302921378,70,5,0.730074979,3600.0,13,0,2,1,0.0
0,0.311477503,61,0,0.392253521,7099.0,9,0,2,0,1.0
0,0.9999999,71,0,0.226363782,6250.0,7,0,2,0,0.0
0,0.025484076,56,0,0.009996002,2500.0,5,0,0,0,0.0
0,0.114772279,57,0,0.286390906,9500.0,14,0,2,0,3.0
0,0.02711672,69,0,0.0119976,1666.0,7,0,0,0,0.0
0,0.07262924199999998,57,0,0.108325873,5584.0,10,0,0,0,0.0
0,0.023672503,85,0,20.0,4081.410048503823,3,0,0,0,0.0
0,0.9999999,54,1,0.519812776,18800.0,10,0,5,0,1.0
0,0.050343381,51,0,2362.0,7233.997808326742,8,0,1,0,2.0
1,0.9999999,44,0,0.149046794,7500.0,4,3,0,3,3.0
0,0.0,40,0,0.302405993,6940.0,7,0,1,0,0.0
0,0.120581008,60,0,0.241567791,7500.0,6,0,1,0,0.0
0,0.184153851,46,0,1.2883473909999998,3200.0,12,0,2,0,1.0
0,0.221235633,44,0,2435.0,7443.500318032017,19,0,1,0,0.0
0,0.0,67,0,0.082911224,3750.0,4,0,0,0,0.0
0,0.025484986,58,0,0.207246039,8583.0,11,0,2,0,0.0
0,5.233532934,55,0,3402.0,9060.243698815097,12,0,3,0,0.0
0,0.836879433,72,0,0.243163775,3400.0,7,0,0,0,0.0
0,0.9999999,32,0,0.160946351,3000.0,3,0,0,0,4.0
0,0.0,42,0,1.185019958,4258.0,5,0,2,0,0.0
0,0.470025123,77,1,0.487291086,5743.0,16,0,2,0,0.0
0,0.016319409,57,0,0.136309095,4166.0,16,0,2,0,1.0
0,0.014540148,58,0,0.304923137,5138.0,7,0,2,0,0.0
0,0.006239635,78,0,0.094942074,3538.0,12,0,1,0,0.0
0,0.9999999,28,0,253.0,3819.490194233397,1,0,0,0,0.0
0,0.028094209,33,0,0.334893969,3630.0,7,0,2,0,1.0
0,0.33465611300000003,70,0,0.565862406,12267.0,21,0,5,0,1.0
0,0.063237366,57,0,1788.0,7888.797444002807,13,0,1,0,2.0
0,0.099717762,46,1,0.390534399,6380.0,19,0,1,0,0.0
1,0.932788374,42,0,1531.0,5348.141483868609,3,1,1,0,0.0
0,0.076630428,53,0,0.592298137,4024.0,17,0,2,0,0.0
0,0.34799078200000005,50,0,0.374576124,11500.0,9,0,2,0,1.0
0,0.9999999,38,0,0.005560928000000001,4135.0,0,0,0,0,0.0
0,0.044092634000000006,70,0,0.514551574,5050.0,10,0,2,0,1.0
1,0.406487403,35,0,0.339251853,5800.0,6,0,1,0,0.0
0,0.9999999,45,0,0.423932171,6250.0,5,0,1,0,2.0
0,0.165082985,61,0,0.267175573,6680.0,10,1,1,0,0.0
0,0.014575205,41,0,1578.0,7233.997808326742,8,0,1,0,2.0
0,0.08191672299999998,52,0,0.07913669099999998,8200.0,12,0,0,0,2.0
0,0.599894954,46,0,0.461460188,3930.0,7,0,1,0,2.0
0,0.031959303,69,0,0.195180482,10000.0,6,0,1,0,1.0
0,0.0,33,0,0.546625649,5200.0,15,0,2,0,1.0
1,0.9999999,80,0,184.0,4081.410048503823,3,0,0,0,0.0
0,0.20015225600000006,49,0,0.224415544,12917.0,8,0,1,0,0.0
0,0.549372531,63,0,0.355937094,6930.0,7,0,2,0,1.0
0,0.0,24,0,0.27532097,700.0,3,0,0,0,0.0
0,0.228153898,63,0,4262.0,8055.432117720737,14,0,2,0,0.0
0,0.974890749,32,1,282.5,1.0,4,0,0,0,3.0
0,0.412771743,60,0,0.435376732,5268.0,6,0,1,0,0.0
0,0.054698878,61,0,0.370301796,5400.0,10,0,2,0,0.0
0,0.003733223,78,0,0.000875274,2284.0,6,0,0,0,0.0
0,0.0,50,0,0.0,4081.410048503823,3,0,0,0,0.0
0,0.897246577,32,3,0.298341174,4038.0,3,0,0,0,3.0
0,0.518848115,65,0,0.222320781,12400.0,10,0,3,0,0.0
0,0.24190036,49,0,0.421921578,4360.0,10,0,1,0,2.0
1,0.974565371,57,0,0.739280908,5200.0,15,0,1,0,0.0
0,0.7750826899999999,33,1,0.553889222,5000.0,9,0,1,1,0.0
0,0.4898854620000001,42,3,0.578487101,6860.0,12,0,2,0,1.0
0,0.287959505,64,0,3.683015441,1100.0,13,0,2,0,1.0
0,0.463165413,47,0,0.996223248,7148.0,16,0,4,0,1.0
0,0.076083209,68,0,0.28902261100000004,5483.0,6,0,2,0,0.0
0,0.03521196,52,0,2507.0,7531.592409179885,10,0,2,0,0.0
0,0.01555358,56,0,712.0,5610.061338139034,5,0,1,0,0.0
0,0.93560322,44,0,4116.0,5217.181556733395,2,0,1,0,0.0
0,0.027532657,42,0,0.002939941,16666.0,3,0,0,0,2.0
0,0.9999999,44,0,1793.0,9338.906151067957,5,0,2,0,4.0
0,0.815197831,61,0,0.267933017,4000.0,4,0,0,0,0.0
0,0.050910002,81,0,0.069834413,4166.0,11,0,0,0,0.0
0,0.425744666,35,0,0.256613035,3666.0,11,0,0,0,0.0
0,0.133320721,75,0,0.024662556,6000.0,11,0,0,0,0.0
0,0.747649731,59,1,0.583119736,10923.0,7,0,1,0,1.0
0,0.5477406020000001,49,2,0.261043447,5500.0,7,0,1,0,2.0
0,0.001726971,81,0,7.0,4081.410048503823,3,0,0,0,0.0
0,0.010373812,49,0,276.0,5836.306445826744,7,0,0,0,2.0
0,0.242186449,44,0,0.375310777,9250.0,9,0,2,0,2.0
0,0.062027113,53,0,2816.0,0.0,12,0,1,0,0.0
0,0.03803748,62,0,0.570354665,5187.0,16,0,2,0,0.0
0,0.001260398,66,0,1039.0,5610.061338139034,5,0,1,0,0.0
0,0.098978983,61,1,0.596860507,5605.0,5,0,2,0,0.0
0,0.006932871,76,0,0.003846154,1039.0,7,0,0,0,0.0
0,0.08239520999999998,51,0,30.0,3950.45012136861,2,0,0,0,0.0
0,0.0472126,72,0,0.003414463,11421.0,3,0,0,0,0.0
0,0.005551533000000001,58,0,0.032698365,6666.0,4,0,0,0,0.0
1,0.9371909,49,4,0.429009465,7500.0,14,2,2,3,0.0
0,0.046462955,44,0,0.452585534,6400.0,7,0,2,0,0.0
0,0.049604997000000005,45,0,0.43225467,3800.0,8,0,0,0,2.0
0,0.103038998,64,0,0.449255074,10000.0,12,0,1,0,0.0
0,0.7044746759999999,31,1,0.42087729,1800.0,11,0,0,5,0.0
0,0.017265386,75,0,0.354329134,5000.0,6,0,1,0,0.0
1,0.962054675,45,5,0.344803534,4300.0,8,0,0,0,2.0
0,0.0,71,0,0.206219919,2700.0,2,0,1,0,0.0
0,0.120065913,68,0,1709.0,5871.98119240946,7,0,1,0,0.0
0,0.078909777,39,0,0.440504712,6260.0,11,0,2,0,1.0
0,0.048635504,28,0,0.001390821,2875.0,4,0,0,0,0.0
0,0.087092715,68,0,0.248569296,4018.0,7,0,1,0,0.0
0,0.433815665,69,0,0.202290076,5501.0,18,0,0,0,0.0
0,0.563911464,56,0,0.4906236370000001,4585.0,7,0,2,0,0.0
0,0.238260411,50,0,0.3953162,11400.0,15,0,2,0,3.0
0,0.732428502,31,0,0.133118493,4033.0,6,0,0,0,0.0
0,0.9999999,41,0,3.439473937,10416.0,4,0,0,0,0.0
0,0.009517289,45,0,0.054876315,10550.0,10,0,0,0,0.0
0,0.314713208,68,2,11479.0,11855.626423815092,14,0,5,0,0.0
1,0.061220155,62,0,0.443827809,6666.0,7,0,1,0,3.0
0,0.024829594,85,0,54.0,4736.209684179888,8,0,0,0,0.0
0,0.924566035,27,1,0.492330529,2020.0,5,0,0,0,0.0
0,0.7601587829999998,58,0,0.433723384,5212.0,6,0,1,0,0.0
0,0.434842424,48,0,0.229601112,9350.0,9,0,1,0,2.0
0,0.035792841,26,0,0.001110864,4500.0,1,0,0,0,0.0
0,0.795272147,71,0,0.8057755009999998,6440.0,15,0,2,0,0.0
0,0.048547064,46,0,0.136086223,7700.0,13,0,1,0,0.0
0,0.0,64,0,1718.0,5348.141483868609,3,0,1,0,0.0
0,1.415584416,41,0,0.071038251,2744.0,4,0,0,0,0.0
0,0.6083916079999999,26,0,0.006426276,2800.0,1,0,0,0,0.0
0,0.002533291,63,0,0.355511136,3501.0,10,0,2,0,0.0
0,0.022579188,73,0,0.004868154,2464.0,5,0,0,0,0.0
0,0.9999999,43,0,0.0,5500.0,0,0,0,0,0.0
0,0.079597106,58,0,0.122844828,30623.0,8,0,2,0,2.0
0,0.100202261,68,0,0.328879193,7333.0,12,0,2,0,1.0
0,0.523573821,36,0,0.15491100900000002,4550.0,4,0,0,0,0.0
0,0.0,82,0,0.0,5652.92917412638,15,0,0,0,0.0
0,0.037454091,62,0,0.208065484,23333.0,12,0,2,0,1.0
0,0.067643595,72,0,0.114402073,2700.0,10,0,0,0,1.0
0,0.443103793,65,0,1287.0,5348.141483868609,3,0,1,0,0.0
0,0.113551937,64,0,0.170857316,3300.0,8,0,0,0,0.0
0,0.8178591070000002,52,0,0.750058126,4300.0,5,0,2,0,1.0
0,0.99066408,62,0,2934.0,5914.849028396806,17,0,0,0,0.0
0,0.055725598,52,1,6280.0,10029.38053332674,10,0,3,0,2.0
0,0.05429973900000001,28,0,392.0,5443.426664421105,4,0,0,0,2.0
0,0.8392740890000002,55,0,0.526015228,3151.0,8,0,1,0,0.0
0,0.37041972,63,0,0.393042783,2500.0,10,0,0,0,0.0
0,0.0,59,0,0.0,3819.490194233397,1,0,0,0,0.0
0,0.528235882,48,4,1.151898734,1500.0,10,1,2,0,2.0
0,0.9999999,59,0,280.0,3688.5302670981837,0,0,0,0,0.0
0,0.748891802,37,0,0.319200148,5400.0,16,0,0,0,0.0
0,0.181552738,29,0,0.279080102,9000.0,3,0,1,0,0.0
0,0.0,47,0,0.21698254,6700.0,8,0,2,0,0.0
0,0.018615041,56,0,0.621206712,2800.0,13,0,1,0,1.0
0,0.025534475,68,0,0.248410643,4246.0,13,0,1,0,0.0
0,0.405243279,38,1,0.159493671,3159.0,5,0,0,0,3.0
0,0.042235145,40,0,0.266906044,6683.0,9,0,1,0,4.0
0,0.007294610999999999,79,0,0.016563147,2414.0,3,0,0,0,0.0
0,0.8818078359999999,67,0,0.31196139300000003,2900.0,10,0,0,0,1.0
0,0.070515945,93,0,0.120293236,3000.0,15,0,0,0,0.0
1,0.9999999,36,0,0.208044383,2162.0,2,1,0,1,3.0
0,0.210196712,45,0,0.589282144,5000.0,16,0,1,0,2.0
0,0.008118651,74,0,0.013969911000000002,6513.0,7,0,0,0,1.0
1,0.0,55,0,14.0,4736.209684179888,8,0,0,0,0.0
0,0.067156292,59,0,0.37711647,9744.0,25,0,2,0,0.0
0,0.109020443,44,0,0.229872293,1800.0,5,0,0,0,0.0
0,0.0,63,1,3588.0,7793.512263450311,12,0,2,0,0.0
0,0.285020428,56,0,0.928021049,5320.0,16,0,2,0,2.0
